Identifier	Initial_Time_Signature_0	Initial_Time_Signature_1	Compound_Or_Simple_Meter	Triple_Meter	Quintuple_Meter	Changes_of_Meter	Most_Common_Pitch_Prevalence	Most_Common_Pitch_Class_Prevalence	Relative_Strength_of_Top_Pitches	Relative_Strength_of_Top_Pitch_Classes	Interval_Between_Strongest_Pitches	Interval_Between_Strongest_Pitch_Classes	Number_of_Common_Pitches	Pitch_Variety	Pitch_Class_Variety	Range	Most_Common_Pitch	Primary_Register	Importance_of_Bass_Register	Importance_of_Middle_Register	Importance_of_High_Register	Most_Common_Pitch_Class	Basic_Pitch_Histogram_0	Basic_Pitch_Histogram_1	Basic_Pitch_Histogram_2	Basic_Pitch_Histogram_3	Basic_Pitch_Histogram_4	Basic_Pitch_Histogram_5	Basic_Pitch_Histogram_6	Basic_Pitch_Histogram_7	Basic_Pitch_Histogram_8	Basic_Pitch_Histogram_9	Basic_Pitch_Histogram_10	Basic_Pitch_Histogram_11	Basic_Pitch_Histogram_12	Basic_Pitch_Histogram_13	Basic_Pitch_Histogram_14	Basic_Pitch_Histogram_15	Basic_Pitch_Histogram_16	Basic_Pitch_Histogram_17	Basic_Pitch_Histogram_18	Basic_Pitch_Histogram_19	Basic_Pitch_Histogram_20	Basic_Pitch_Histogram_21	Basic_Pitch_Histogram_22	Basic_Pitch_Histogram_23	Basic_Pitch_Histogram_24	Basic_Pitch_Histogram_25	Basic_Pitch_Histogram_26	Basic_Pitch_Histogram_27	Basic_Pitch_Histogram_28	Basic_Pitch_Histogram_29	Basic_Pitch_Histogram_30	Basic_Pitch_Histogram_31	Basic_Pitch_Histogram_32	Basic_Pitch_Histogram_33	Basic_Pitch_Histogram_34	Basic_Pitch_Histogram_35	Basic_Pitch_Histogram_36	Basic_Pitch_Histogram_37	Basic_Pitch_Histogram_38	Basic_Pitch_Histogram_39	Basic_Pitch_Histogram_40	Basic_Pitch_Histogram_41	Basic_Pitch_Histogram_42	Basic_Pitch_Histogram_43	Basic_Pitch_Histogram_44	Basic_Pitch_Histogram_45	Basic_Pitch_Histogram_46	Basic_Pitch_Histogram_47	Basic_Pitch_Histogram_48	Basic_Pitch_Histogram_49	Basic_Pitch_Histogram_50	Basic_Pitch_Histogram_51	Basic_Pitch_Histogram_52	Basic_Pitch_Histogram_53	Basic_Pitch_Histogram_54	Basic_Pitch_Histogram_55	Basic_Pitch_Histogram_56	Basic_Pitch_Histogram_57	Basic_Pitch_Histogram_58	Basic_Pitch_Histogram_59	Basic_Pitch_Histogram_60	Basic_Pitch_Histogram_61	Basic_Pitch_Histogram_62	Basic_Pitch_Histogram_63	Basic_Pitch_Histogram_64	Basic_Pitch_Histogram_65	Basic_Pitch_Histogram_66	Basic_Pitch_Histogram_67	Basic_Pitch_Histogram_68	Basic_Pitch_Histogram_69	Basic_Pitch_Histogram_70	Basic_Pitch_Histogram_71	Basic_Pitch_Histogram_72	Basic_Pitch_Histogram_73	Basic_Pitch_Histogram_74	Basic_Pitch_Histogram_75	Basic_Pitch_Histogram_76	Basic_Pitch_Histogram_77	Basic_Pitch_Histogram_78	Basic_Pitch_Histogram_79	Basic_Pitch_Histogram_80	Basic_Pitch_Histogram_81	Basic_Pitch_Histogram_82	Basic_Pitch_Histogram_83	Basic_Pitch_Histogram_84	Basic_Pitch_Histogram_85	Basic_Pitch_Histogram_86	Basic_Pitch_Histogram_87	Basic_Pitch_Histogram_88	Basic_Pitch_Histogram_89	Basic_Pitch_Histogram_90	Basic_Pitch_Histogram_91	Basic_Pitch_Histogram_92	Basic_Pitch_Histogram_93	Basic_Pitch_Histogram_94	Basic_Pitch_Histogram_95	Basic_Pitch_Histogram_96	Basic_Pitch_Histogram_97	Basic_Pitch_Histogram_98	Basic_Pitch_Histogram_99	Basic_Pitch_Histogram_100	Basic_Pitch_Histogram_101	Basic_Pitch_Histogram_102	Basic_Pitch_Histogram_103	Basic_Pitch_Histogram_104	Basic_Pitch_Histogram_105	Basic_Pitch_Histogram_106	Basic_Pitch_Histogram_107	Basic_Pitch_Histogram_108	Basic_Pitch_Histogram_109	Basic_Pitch_Histogram_110	Basic_Pitch_Histogram_111	Basic_Pitch_Histogram_112	Basic_Pitch_Histogram_113	Basic_Pitch_Histogram_114	Basic_Pitch_Histogram_115	Basic_Pitch_Histogram_116	Basic_Pitch_Histogram_117	Basic_Pitch_Histogram_118	Basic_Pitch_Histogram_119	Basic_Pitch_Histogram_120	Basic_Pitch_Histogram_121	Basic_Pitch_Histogram_122	Basic_Pitch_Histogram_123	Basic_Pitch_Histogram_124	Basic_Pitch_Histogram_125	Basic_Pitch_Histogram_126	Basic_Pitch_Histogram_127	Pitch_Class_Distribution_0	Pitch_Class_Distribution_1	Pitch_Class_Distribution_2	Pitch_Class_Distribution_3	Pitch_Class_Distribution_4	Pitch_Class_Distribution_5	Pitch_Class_Distribution_6	Pitch_Class_Distribution_7	Pitch_Class_Distribution_8	Pitch_Class_Distribution_9	Pitch_Class_Distribution_10	Pitch_Class_Distribution_11	Fifths_Pitch_Histogram_0	Fifths_Pitch_Histogram_1	Fifths_Pitch_Histogram_2	Fifths_Pitch_Histogram_3	Fifths_Pitch_Histogram_4	Fifths_Pitch_Histogram_5	Fifths_Pitch_Histogram_6	Fifths_Pitch_Histogram_7	Fifths_Pitch_Histogram_8	Fifths_Pitch_Histogram_9	Fifths_Pitch_Histogram_10	Fifths_Pitch_Histogram_11	Region
essenFolksong/han2-490	2	4	0	0	0	0	0.201754385965	0.245614035088	0.826086956522	0.892857142857	3	2	6	10	6	20	0.578125	69.3	0.0	0.622807017544	0.377192982456	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0434782608696	0.0	0.0	0.217391304348	0.0	0.478260869565	0.0	0.0	0.782608695652	0.0	0.695652173913	0.0	0.826086956522	0.0434782608696	0.0	1.0	0.0	0.608695652174	0.0	0.0	0.260869565217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0357142857143	0.0	1.0	0.0	0.892857142857	0.0	0.0	0.857142857143	0.0	0.571428571429	0.0	0.714285714286	0.0357142857143	0.857142857143	1.0	0.571428571429	0.892857142857	0.714285714286	0.0	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-491	2	4	0	0	0	0	0.272727272727	0.272727272727	0.666666666667	0.777777777778	2	7	4	10	6	17	0.53125	69.5	0.0	0.772727272727	0.227272727273	8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.277777777778	0.0	0.0555555555556	0.277777777778	0.0	0.666666666667	0.0	1.0	0.0	0.0	0.555555555556	0.0	0.5	0.0	0.111111111111	0.111111111111	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.777777777778	0.0	0.166666666667	0.388888888889	0.0	0.777777777778	0.0	1.0	0.0	0.0	0.555555555556	0.0	0.0	0.0	0.0	0.388888888889	0.555555555556	0.777777777778	0.777777777778	1.0	0.166666666667	0.0	0.0	China
essenFolksong/han2-492	2	4	0	0	0	0	0.212765957447	0.297872340426	0.95	0.678571428571	3	9	4	9	6	17	0.5625	67.7777777778	0.0	0.872340425532	0.127659574468	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.35	0.0	0.05	0.6	0.0	0.75	0.0	0.95	0.0	0.0	1.0	0.0	0.3	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.464285714286	0.0	0.0357142857143	0.642857142857	0.0	0.535714285714	0.0	0.678571428571	0.0	0.0	1.0	0.535714285714	0.464285714286	0.678571428571	0.0357142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.642857142857	China
essenFolksong/han2-493	4	4	0	0	0	0	0.277777777778	0.277777777778	0.657142857143	0.771428571429	2	7	6	10	6	17	0.5390625	68.6	0.0	0.825396825397	0.174603174603	9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0285714285714	0.0	0.342857142857	0.0	0.0285714285714	0.428571428571	0.0	0.657142857143	0.0	1.0	0.0	0.0	0.485714285714	0.0	0.428571428571	0.0	0.114285714286	0.0857142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.514285714286	0.0	0.771428571429	0.0	0.142857142857	0.514285714286	0.0	0.657142857143	0.0	1.0	0.0	0.0	0.514285714286	0.657142857143	0.771428571429	1.0	0.142857142857	0.0	0.0	0.0	0.0	0.0	0.0	0.514285714286	China
essenFolksong/han2-494	2	4	0	0	0	0	0.263157894737	0.289473684211	0.7	0.909090909091	3	3	6	8	6	14	0.5703125	70.625	0.0	0.526315789474	0.473684210526	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.5	0.0	0.3	0.35	0.0	0.45	0.0	1.0	0.0	0.0	0.7	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.909090909091	0.0	0.0	1.0	0.0	0.545454545455	0.0	0.272727272727	0.318181818182	0.0	0.409090909091	0.0	0.0	0.0	0.318181818182	1.0	0.409090909091	0.545454545455	0.909090909091	0.272727272727	0.0	0.0	0.0	China
essenFolksong/han2-495	2	4	0	0	0	0	0.19801980198	0.267326732673	0.95	0.703703703704	5	5	5	12	8	18	0.578125	69.9166666667	0.0	0.653465346535	0.346534653465	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.35	0.0	0.4	0.0	0.1	0.75	0.0	0.95	0.0	0.6	0.05	0.0	1.0	0.0	0.5	0.0	0.05	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037037037037	0.0740740740741	1.0	0.0	0.666666666667	0.0	0.111111111111	0.703703703704	0.0	0.703703703704	0.0	0.444444444444	0.037037037037	0.703703703704	1.0	0.703703703704	0.666666666667	0.444444444444	0.111111111111	0.0740740740741	0.0	0.0	0.0	0.0	China
essenFolksong/han2-496	2	4	0	0	0	0	0.311111111111	0.311111111111	0.428571428571	0.785714285714	5	7	6	7	5	14	0.5234375	67.0	0.0	0.933333333333	0.0666666666667	7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.357142857143	0.0	0.428571428571	0.0	0.0	0.428571428571	0.0	1.0	0.0	0.357142857143	0.0	0.0	0.428571428571	0.0	0.214285714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.785714285714	0.0	0.642857142857	0.0	0.0	0.428571428571	0.0	1.0	0.0	0.357142857143	0.0	0.0	0.785714285714	1.0	0.642857142857	0.357142857143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.428571428571	China
essenFolksong/han2-497	2	4	0	0	0	0	0.233766233766	0.25974025974	0.944444444444	0.95	3	3	5	9	5	20	0.484375	67.0	0.0	0.948051948052	0.0519480519481	2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.5	0.0	1.0	0.0	0.0	0.944444444444	0.0	0.277777777778	0.0	0.555555555556	0.0	0.0	0.444444444444	0.0	0.111111111111	0.0	0.0	0.111111111111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0	1.0	0.0	0.0	0.95	0.0	0.25	0.0	0.8	0.0	0.0	0.85	0.25	1.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	China
essenFolksong/han2-498	2	4	0	0	0	0	0.213114754098	0.245901639344	1.0	0.866666666667	7	5	5	7	5	14	0.5390625	71.0	0.0	0.524590163934	0.475409836066	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.153846153846	0.0	0.538461538462	0.0	0.0	1.0	0.0	0.769230769231	0.0	0.846153846154	0.0	0.0	1.0	0.0	0.384615384615	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.733333333333	0.0	0.0	1.0	0.0	0.8	0.0	0.0	0.866666666667	0.0	0.666666666667	0.0	0.0	0.0	0.866666666667	1.0	0.666666666667	0.8	0.733333333333	0.0	0.0	0.0	0.0	China
essenFolksong/han2-499	2	4	0	0	0	0	0.3	0.3	0.888888888889	0.888888888889	5	5	5	5	5	10	0.5625	76.8	0.0	0.3	0.7	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.777777777778	0.0	0.0	0.888888888889	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.777777777778	0.0	0.0	0.888888888889	0.0	0.333333333333	0.0	0.0	0.333333333333	0.0	1.0	0.333333333333	0.777777777778	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.888888888889	China
essenFolksong/han2-500	2	4	0	0	0	0	0.219178082192	0.246575342466	1.0	0.888888888889	5	2	6	8	5	16	0.5234375	68.0	0.0	0.808219178082	0.191780821918	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.125	0.0	0.4375	0.0	0.625	0.0	0.0	1.0	0.0	0.5	0.0	0.0	1.0	0.0	0.5625	0.0	0.3125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.888888888889	0.0	0.833333333333	0.0	0.0	0.888888888889	0.0	0.444444444444	0.0	0.0	1.0	0.888888888889	0.888888888889	0.444444444444	0.833333333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	China
essenFolksong/han2-501	2	4	0	0	0	0	0.432432432432	0.432432432432	0.4375	0.625	2	7	4	6	5	12	0.5546875	69.8333333333	0.0	0.702702702703	0.297297297297	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.375	0.0	0.0625	0.0	0.0	0.1875	0.0	1.0	0.0	0.4375	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4375	0.0	0.0	0.625	0.0	0.0625	0.0	0.0	0.1875	0.0	1.0	0.0	0.0	0.0	0.1875	0.625	1.0	0.0625	0.4375	0.0	0.0	0.0	0.0	China
essenFolksong/han2-502	3	4	0	1	0	0	0.275862068966	0.275862068966	0.875	0.875	7	7	4	5	5	10	0.59375	78.2	0.0	0.0	1.0	4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.25	0.0	0.0	0.75	0.0	0.875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.0	1.0	0.0	0.25	0.0	0.0	0.75	0.0	0.875	0.0	0.0	0.0	0.75	1.0	0.875	0.25	0.75	0.0	0.0	0.0	0.0	China
essenFolksong/han2-503	2	4	0	0	0	0	0.333333333333	0.36	0.64	0.851851851852	7	7	5	8	5	17	0.5546875	67.25	0.0	0.84	0.16	11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.16	0.0	0.0	0.64	0.0	0.32	0.0	0.32	0.0	0.0	1.0	0.0	0.2	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.333333333333	0.0	0.0	0.851851851852	0.0	0.296296296296	0.0	0.296296296296	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.851851851852	1.0	0.296296296296	0.333333333333	0.296296296296	0.0	0.0	0.0	China
essenFolksong/han2-504	2	4	0	0	0	0	0.254237288136	0.254237288136	0.8	0.8	2	2	5	8	6	15	0.515625	68.5	0.0	0.830508474576	0.169491525424	6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.466666666667	0.0	1.0	0.0	0.8	0.0666666666667	0.0	0.733333333333	0.0	0.466666666667	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	0.0	0.0	0.666666666667	0.0	1.0	0.0	0.8	0.0666666666667	0.0	0.733333333333	0.0	0.0	0.0	0.0666666666667	0.666666666667	0.733333333333	1.0	0.666666666667	0.8	0.0	0.0	0.0	China
